header
1	[ 0.03643892  0.05674237 -0.00025072]
2	[ 0.0364866   0.05584799 -0.00015391]
3	[ 0.03644501  0.0549516  -0.00010928]
4	[ 3.647750e-02  5.408082e-02 -5.470137e-05]
5	[ 3.6463078e-02  5.3221092e-02 -4.2112340e-05]
6	[ 3.6475793e-02  5.2366059e-02 -1.1605669e-05]
7	[ 3.6479931e-02  5.1516514e-02 -7.2129269e-06]
8	[3.6478091e-02 5.0667446e-02 4.2260849e-06]
9	[3.6488771e-02 4.9821045e-02 7.7562299e-06]
10	[3.6480024e-02 4.8973829e-02 9.6305866e-06]
11	[3.6492310e-02 4.8128437e-02 1.3836933e-05]
12	[3.6481269e-02 4.7278408e-02 1.1627978e-05]
13	[3.6493227e-02 4.6429921e-02 1.6622107e-05]
14	[3.64821590e-02 4.55799177e-02 1.28473475e-05]
15	[3.6492791e-02 4.4731379e-02 1.8436524e-05]
16	[3.6482915e-02 4.3881394e-02 1.4336418e-05]
17	[3.6491819e-02 4.3032762e-02 2.0134114e-05]
18	[3.6483623e-02 4.2182848e-02 1.6324844e-05]
19	[3.6490746e-02 4.1334137e-02 2.1986078e-05]
20	[3.6484294e-02 4.0484305e-02 1.8770366e-05]
21	[3.6489796e-02 3.9635506e-02 2.4071842e-05]
22	[3.6484942e-02 3.8785718e-02 2.1577483e-05]
23	[3.6489096e-02 3.7936766e-02 2.6416517e-05]
24	[3.6485601e-02 3.7086930e-02 2.4669484e-05]
25	[3.6488708e-02 3.6237713e-02 2.9032541e-05]
26	[3.6486328e-02 3.5387699e-02 2.8000110e-05]
27	[3.6488682e-02 3.4538057e-02 3.1928535e-05]
28	[3.6487188e-02 3.3687659e-02 3.1546573e-05]
29	[3.6489055e-02 3.2837383e-02 3.5109035e-05]
30	[3.6488276e-02 3.1986367e-02 3.5299345e-05]
31	[3.6489878e-02 3.1135200e-02 3.8572533e-05]
32	[3.6489680e-02 3.0283263e-02 3.9253606e-05]
33	[3.6491204e-02 2.9430887e-02 4.2309955e-05]
34	[3.649150e-02 2.857768e-02 4.340276e-05]
35	[3.6493085e-02 2.7723724e-02 4.6303201e-05]
36	[3.6493815e-02 2.6868843e-02 4.7733713e-05]
37	[3.6495592e-02 2.6012875e-02 5.0524028e-05]
38	[3.6496725e-02 2.5155853e-02 5.2223368e-05]
39	[3.6498789e-02 2.4297398e-02 5.4932701e-05]
40	[3.6500316e-02 2.3437724e-02 5.6835990e-05]
41	[3.6502741e-02 2.2576245e-02 5.9476875e-05]
42	[3.650466e-02 2.171335e-02 6.152161e-05]
43	[3.6507510e-02 2.0848269e-02 6.4090731e-05]
44	[3.6509819e-02 1.9981554e-02 6.6215121e-05]
45	[3.6513135e-02 1.9112259e-02 6.8694688e-05]
