header
1	[ 0.05468581  0.0851557  -0.00037609]
2	[ 0.05475733  0.08381345 -0.00023086]
3	[ 0.05469494  0.08246818 -0.00016392]
4	[ 5.474367e-02  8.116132e-02 -8.205205e-05]
5	[ 5.472204e-02  7.987104e-02 -6.316851e-05]
6	[ 5.4741111e-02  7.8587800e-02 -1.7408503e-05]
7	[ 5.474732e-02  7.731280e-02 -1.081939e-05]
8	[5.4744557e-02 7.6038502e-02 6.3391271e-06]
9	[5.4760579e-02 7.4768215e-02 1.1634344e-05]
10	[5.4747459e-02 7.3496699e-02 1.4445879e-05]
11	[5.4765888e-02 7.2227925e-02 2.0755400e-05]
12	[5.4749325e-02 7.0952184e-02 1.7441967e-05]
13	[5.4767258e-02 6.9678761e-02 2.4933159e-05]
14	[5.4750659e-02 6.8403073e-02 1.9271021e-05]
15	[5.4766607e-02 6.7129567e-02 2.7654787e-05]
16	[5.4751795e-02 6.5853901e-02 2.1504626e-05]
17	[5.4765150e-02 6.4580262e-02 3.0201169e-05]
18	[5.4752856e-02 6.3304700e-02 2.4487268e-05]
19	[5.4763537e-02 6.2030941e-02 3.2979118e-05]
20	[5.4753862e-02 6.0755502e-02 2.8155551e-05]
21	[5.4762118e-02 5.9481610e-02 3.6107762e-05]
22	[5.4754838e-02 5.8206238e-02 3.2366224e-05]
23	[5.4761067e-02 5.6932114e-02 3.9624778e-05]
24	[5.4755826e-02 5.5656675e-02 3.7004225e-05]
25	[5.4760486e-02 5.4382157e-02 4.3548811e-05]
26	[5.4756910e-02 5.3106442e-02 4.2000163e-05]
27	[5.4760445e-02 5.1831286e-02 4.7892805e-05]
28	[5.4758206e-02 5.0554998e-02 4.7319860e-05]
29	[5.4761007e-02 4.9278896e-02 5.2663549e-05]
30	[5.4759838e-02 4.8001681e-02 5.2949017e-05]
31	[5.4762240e-02 4.6724238e-02 5.7858797e-05]
32	[5.4761946e-02 4.5445640e-02 5.8880411e-05]
33	[5.4764226e-02 4.4166382e-02 6.3464933e-05]
34	[5.4764666e-02 4.2885885e-02 6.5104141e-05]
35	[5.4767050e-02 4.1604258e-02 6.9454800e-05]
36	[5.4768145e-02 4.0321242e-02 7.1600574e-05]
37	[5.4770812e-02 3.9036602e-02 7.5786040e-05]
38	[5.4772511e-02 3.7750378e-02 7.8335055e-05]
39	[5.4775607e-02 3.6462002e-02 8.2399056e-05]
40	[5.4777898e-02 3.5171799e-02 8.5253982e-05]
41	[5.4781534e-02 3.3878889e-02 8.9215311e-05]
42	[5.4784410e-02 3.2583855e-02 9.2282426e-05]
43	[5.4788686e-02 3.1285543e-02 9.6136093e-05]
44	[5.4792147e-02 2.9984780e-02 9.9322679e-05]
45	[0.05479712 0.02868014 0.00010304]
46	[0.05480118 0.02737269 0.00010625]
47	[0.0548069  0.02606079 0.00010979]
48	[0.05481154 0.02474567 0.00011293]
49	[0.05481803 0.02342554 0.00011623]
50	[0.05482323 0.02210178 0.0001192 ]
51	[0.0548305  0.0207725  0.00012217]
52	[0.05483622 0.01943916 0.00012485]
53	[0.05484423 0.01809985 0.00012738]
54	[0.05485044 0.01675608 0.00012964]
55	[0.05485913 0.015406   0.00013159]
56	[0.05486577 0.01405109 0.00013321]
57	[0.05487505 0.01268964 0.00013444]
58	[0.05488203 0.01132316 0.00013493]
59	[0.05489162 0.00995012 0.00013467]
60	[0.0548983  0.00857143 0.00013693]
61	[0.05490763 0.00718584 0.00014262]
62	[0.05491442 0.00579445 0.00014634]
63	[0.05492426 0.00439087 0.00014314]
64	[0.0549311  0.00298062 0.00013794]
65	[0.05494086 0.00156386 0.00013562]
66	[0.05494784 0.00014124 0.00013557]
67	[ 0.05495756 -0.00128726  0.00013461]
68	[ 0.05496424 -0.00272184  0.00013326]
69	[ 0.05497345 -0.00416205  0.00013134]
70	[ 0.05497975 -0.00560828  0.00012941]
71	[ 0.05498835 -0.0070597   0.00012687]
72	[ 0.05499421 -0.00851697  0.00012444]
73	[ 0.0550021  -0.00997889  0.00012147]
74	[ 0.05500749 -0.0114464   0.00011867]
75	[ 0.05501458 -0.01291803  0.00011537]
76	[ 0.05501952 -0.01439487  0.00011231]
77	[ 0.05502576 -0.01587532  0.00010878]
78	[ 0.05503024 -0.01736054  0.00010554]
79	[ 0.05503558 -0.01884886  0.00010186]
80	[ 5.5039648e-02 -2.0341478e-02  9.8534467e-05]
81	[ 5.5044081e-02 -2.1836739e-02  9.4760602e-05]
82	[ 5.5047788e-02 -2.3335790e-02  9.1441296e-05]
83	[ 5.5051301e-02 -2.4837077e-02  8.7622342e-05]
84	[ 5.5054717e-02 -2.6341626e-02  8.4394313e-05]
85	[ 5.5057313e-02 -2.7848069e-02  8.0545622e-05]
86	[ 5.5060524e-02 -2.9357227e-02  7.7509401e-05]
87	[ 5.5062223e-02 -3.0868018e-02  7.3608251e-05]
88	[ 5.5065308e-02 -3.2380972e-02  7.0886759e-05]
89	[ 5.5066150e-02 -3.3895377e-02  6.6859189e-05]
90	[ 5.5069163e-02 -3.5411391e-02  6.4614833e-05]
91	[ 5.5069223e-02 -3.6928758e-02  6.0318220e-05]
